ID,Name,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,basicPrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,antiDemonDamageRate,antSaintDamageRate,antWeakA_DamageRate,antWeakB_DamageRate,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,saWeaponDamage,saDurability,guardAngle,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defMaterial,defSfxMaterial,correctType,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,isDurabilityDivergence,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isLuckCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,pad_0,oldSortId,pad_1,
9004000,Fine Zweihander,2505,441,398000,8.5,0,400,800,50,61,41,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,0,9004000,9004000,9004000,9004000,9004000,9004000,9004000,9004005,9004005,9004005,9004005,9004010,9004010,9004010,9004010,9004010,1,1,1,1,100700,100710,100720,265,89,200,200,1,10,109,0,0,0,30,40,0,0,38,0,-1,16,0,-1,7,0,1,25,2,0,50,50,0,1,74,2,12,20,10,0,0,99,0,0,10,60,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,441,[0|0|0|0|0|0|0|0]
9004100,Fine Zweihander [Crystal],2505,442,398000,8.5,0,400,800,1,61,41,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,100,9004010,9004010,9004010,9004010,9004010,9004010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,265,89,20,20,1,10,108,0,0,0,30,40,0,0,38,100,-1,17,0,-1,7,0,1,25,2,0,50,50,0,1,74,2,12,20,10,0,0,99,0,0,10,60,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,5,0,1,0,0,442,[0|0|0|0|0|0|0|0]
9004200,Fine Zweihander [Lightning],2505,443,398000,8.5,0,400,800,500,0,0,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,200,9004010,9004010,9004010,9004010,9004010,9004010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,265,89,200,200,1,10,108,0,0,108,30,40,0,0,38,200,-1,18,0,-1,7,0,1,25,2,0,50,50,0,6,74,2,12,20,10,0,0,99,0,0,10,60,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,10,0,1,0,0,443,[0|0|0|0|0|0|0|0]
9004300,Fine Zweihander [Raw],2505,444,398000,8.5,0,400,800,50,48,28,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,300,9004005,9004005,9004005,9004005,9004005,9004005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,265,89,200,200,1,10,123,0,0,0,30,40,0,0,38,300,-1,19,0,-1,7,0,1,25,2,0,50,50,0,1,74,2,12,20,10,0,0,99,0,0,10,60,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,15,0,1,0,0,444,[0|0|0|0|0|0|0|0]
9004400,Fine Zweihander [Magic],2505,445,398000,8.5,0,400,800,50,24,4,73,0,60,10,40,40,-1,-1,-1,-1,-1,-1,400,9004005,9004005,9004005,9004005,9004005,9004005,9004405,9004405,9004405,9004405,9004405,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,265,89,200,200,1,10,82,89,0,0,30,40,0,0,38,400,-1,20,0,-1,7,0,1,25,2,0,50,50,1,1,74,2,12,20,10,0,0,99,0,0,10,60,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,20,0,1,0,0,445,[0|0|0|0|0|0|0|0]
9004500,Fine Zweihander [Enchanted],2505,446,398000,8.5,0,400,800,50,18,0,72,0,60,10,40,40,-1,-1,-1,-1,-1,-1,500,9004405,9004405,9004405,9004405,9004405,9004405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,265,89,200,200,1,10,83,87,0,0,30,40,0,0,38,500,-1,21,0,-1,7,0,1,25,2,0,50,50,1,1,74,2,12,20,10,0,0,99,0,0,10,60,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,22,0,1,0,0,446,[0|0|0|0|0|0|0|0]
9004600,Fine Zweihander [Divine],2505,447,398000,8.5,0,400,800,100,30,10,0,73,60,10,40,40,-1,-1,-1,-1,-1,-1,600,9004005,9004005,9004005,9004005,9004005,9004005,9004605,9004605,9004605,9004605,9004605,-1,-1,-1,-1,-1,1,1.1,1,1,100900,100910,100920,265,89,200,200,1,10,75,90,0,0,30,40,0,0,38,600,-1,22,0,-1,7,0,1,25,2,0,50,50,1,1,74,2,12,20,10,0,0,99,0,0,10,60,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,25,0,1,0,0,447,[0|0|0|0|0|0|0|0]
9004700,Fine Zweihander [Occult],2505,448,398000,8.5,0,400,800,100,28,9,0,86,60,10,40,40,-1,-1,-1,-1,-1,-1,700,9004605,9004605,9004605,9004605,9004605,9004605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1.1,1,100900,100910,100920,265,89,200,200,1,10,76,82,0,0,30,40,0,0,38,700,-1,23,0,-1,7,0,1,25,2,0,50,50,1,1,74,2,12,20,10,0,0,99,0,0,10,60,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,30,0,1,0,0,448,[0|0|0|0|0|0|0|0]
9004800,Fine Zweihander [Fire],2505,449,398000,8.5,0,400,800,50,0,0,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,800,9004005,9004005,9004005,9004005,9004005,9004005,9004805,9004805,9004805,9004805,9004805,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,265,89,200,200,1,10,108,0,108,0,30,40,0,0,38,800,-1,24,0,-1,7,0,1,25,2,0,50,50,0,2,74,2,12,20,10,0,0,99,0,0,10,60,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,35,0,1,0,0,449,[0|0|0|0|0|0|0|0]
9004900,Fine Zweihander [Chaos],2505,450,398000,8.5,0,400,800,50,0,0,0,0,60,10,40,40,-1,-1,-1,-1,-1,-1,900,9004805,9004805,9004805,9004805,9004805,9004805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,265,89,200,200,1,10,95,0,109,0,30,40,0,0,38,900,-1,25,0,-1,7,0,1,25,2,0,50,50,0,2,74,2,12,20,10,0,0,99,0,0,10,60,0,3,0,0,0,40,40,40,46,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,40,0,1,0,0,450,[0|0|0|0|0|0|0|0]
